state,theta,phi,acceleration,height
3,12.19,-24.69,-1198.84,9456.1
3,2.96,-17.43,-1208.74,9451.19
3,9.86,-2.96,-1221.83,9449.21
3,34.19,-13.33,-1222.39,9439.26
3,3.62,-25.88,-1203.96,9404.7
3,10.63,12.23,-1211.16,9418.27
3,20.17,-17.47,-1191.66,9411.23
3,-35.62,-40.8,-1202.69,9418.74
3,-39.08,-11.71,-1187.47,9414.02
3,26.2,6.3,-1213.7,9396.23
3,-4.15,-11.95,-1222.82,9388.84
3,-17.51,-8.81,-1222.35,9401.72
3,43.37,-17.73,-1212.37,9382.65
3,-7.09,-12.36,-1201.47,9365.01
3,4.94,3.77,-1197.53,9364.58
3,15.98,-19.86,-1213.13,9373.39
3,-1.79,17.32,-1216.12,9377.77
3,-33.01,-30.6,-1227.35,9372.84
3,4.0,13.97,-1230.19,9372.9
3,3.41,-1.5,-1228.1,9372.72
3,-57.07,3.85,-1205.18,9386.15
3,25.03,3.79,-1203.68,9375.76
3,0.94,-35.82,-1215.76,9392.49
3,-15.44,13.12,-1213.91,9397.64
3,17.75,-26.97,-1209.43,9396.72
3,5.91,-24.58,-1208.25,9380.69
3,16.01,-16.59,-1195.03,9374.96
3,-9.08,-37.86,-1195.36,9385.85
3,14.47,-2.97,-1203.14,9388.95
3,-39.37,22.98,-1211.18,9392.03
3,1.21,-5.59,-1210.43,9379.01
3,12.39,-8.6,-1216.21,9387.5
3,-3.71,-13.45,-1211.35,9378.93
3,-38.1,25.71,-1207.41,9377.92
3,-1.05,-7.99,-1211.17,9370.41
3,-32.82,-9.72,-1207.86,9372.2
3,-16.15,-8.66,-1211.27,9391.56
3,-0.18,6.46,-1211.83,9392.73
3,-14.17,4.93,-1204.04,9390.18
3,-11.66,9.85,-1211.01,9387.85
3,-22.75,3.47,-1213.79,9387.89
3,-25.56,-9.89,-1195.74,9387.24
3,-29.17,17.44,-1202.28,9373.6
3,-2.35,10.98,-1193.57,9366.93
3,28.72,-7.67,-1188.1,9357.71
3,-20.16,-52.54,-1172.11,9349.61
3,-40.82,-1.4,-1181.49,9352.85
3,-16.46,43.56,-1155.11,9360.07
3,7.14,29.33,-1156.6,9357.29
3,-40.35,26.85,-1162.0,9331.07
3,1.71,21.18,-1172.52,9335.99
3,-15.96,47.77,-1162.44,9326.69
3,8.28,6.6,-1154.74,9317.62
3,12.84,13.02,-1164.72,9320.45
3,-3.43,16.33,-1146.99,9316.26
3,-37.93,3.44,-1160.67,9319.74
3,-38.07,6.9,-1156.9,9317.39
3,-1.01,-19.98,-1162.96,9305.19
3,7.66,-21.27,-1180.36,9291.33
3,-38.72,-20.77,-1177.89,9286.53
3,17.58,-21.13,-1174.68,9278.98
3,31.46,11.25,-1159.46,9271.49
3,-26.57,-21.71,-1165.72,9266.82
3,-8.71,15.02,-1151.62,9263.34
3,24.13,-21.07,-1144.66,9269.18
3,29.01,2.5,-1118.04,9275.0
3,25.0,-30.17,-1104.46,9291.41
3,-26.88,0.56,-1115.54,9303.84
3,-6.99,35.01,-1121.13,9302.67
3,19.25,14.29,-1106.82,9311.98
3,7.76,2.79,-1097.78,9302.58
3,13.67,-1.51,-1095.17,9307.47
3,-6.08,31.29,-1083.44,9308.31
3,-6.27,11.18,-1078.64,9308.86
3,10.99,13.52,-1076.41,9299.82
3,15.09,8.46,-1072.0,9299.01
3,12.16,-4.95,-1064.38,9319.27
3,34.16,-10.91,-1072.43,9300.72
3,14.14,6.25,-1072.9,9313.87
3,-27.08,-25.02,-1081.29,9322.89
3,-18.53,22.49,-1077.55,9304.42
3,18.63,-10.93,-1078.12,9291.12
3,44.9,4.8,-1068.26,9300.22
3,17.6,-5.76,-1061.97,9308.52
3,3.84,-2.41,-1044.82,9320.53
3,-9.07,8.64,-1048.39,9306.1
3,15.36,25.94,-1042.39,9314.69
3,20.33,-28.7,-1036.76,9311.81
3,0.52,1.48,-1036.96,9316.93
3,-24.58,14.39,-1040.52,9308.3
3,-5.31,14.7,-1048.54,9311.41
3,-18.95,-0.91,-1065.79,9309.79
3,-29.25,26.59,-1077.46,9318.88
3,35.67,-13.04,-1072.1,9320.32
3,-15.73,9.84,-1108.31,9316.29
3,-6.17,13.79,-1105.68,9304.63
3,36.48,-16.35,-1107.62,9318.88
3,-10.23,2.28,-1095.29,9306.26
3,5.64,7.53,-1081.99,9299.4
3,-12.81,-10.68,-1074.99,9316.22
3,-20.36,-13.31,-1059.7,9311.55
3,12.81,34.88,-1062.65,9312.5
3,3.62,-26.26,-1046.58,9308.43
3,2.83,1.89,-1061.4,9307.16
3,15.95,-10.57,-1088.0,9303.89
3,-7.69,14.25,-1078.06,9303.57
3,-13.61,-26.6,-1077.07,9294.14
3,-21.34,-35.15,-1073.57,9285.26
3,-36.08,-23.26,-1079.63,9286.35
3,2.12,4.54,-1089.6,9281.12
3,33.23,-17.75,-1087.98,9270.6
3,10.55,-14.18,-1082.49,9256.2
3,18.38,17.13,-1060.62,9249.39
3,30.8,0.51,-1067.93,9254.01
3,6.25,-22.14,-1071.03,9252.56
3,9.4,10.43,-1053.98,9243.31
3,-5.57,-24.3,-1051.42,9227.54
3,7.3,-5.77,-1062.23,9216.45
3,12.16,12.35,-1064.45,9214.09
3,13.19,0.76,-1069.36,9206.66
3,-8.56,8.11,-1078.7,9204.5
3,-22.74,26.98,-1075.61,9188.52
3,-8.49,-3.33,-1061.96,9188.74
3,-12.8,-6.28,-1044.73,9167.42
3,-22.48,-8.76,-1055.97,9152.95
3,-38.24,5.81,-1050.03,9150.02
3,-15.43,-28.73,-1061.62,9152.42
3,-40.16,27.11,-1054.72,9147.61
3,-1.09,23.88,-1050.6,9140.07
3,-34.64,-20.7,-1033.61,9157.69
3,-18.11,-5.49,-1028.97,9141.3
3,-5.28,-2.13,-1049.94,9138.89
3,-35.21,-1.52,-1048.52,9130.4
3,-18.78,-7.64,-1036.05,9114.09
3,2.08,15.56,-1046.15,9106.41
3,-4.43,18.03,-1045.83,9093.19
3,-0.34,-4.83,-1039.44,9068.35
3,23.39,-3.87,-1030.85,9065.81
3,7.1,-23.07,-1033.45,9081.0
3,-30.27,11.23,-1036.85,9077.55
3,33.12,4.92,-1041.4,9065.81
3,19.63,-2.88,-1045.69,9074.73
3,-6.61,-21.31,-1049.87,9070.93
3,-9.26,-12.52,-1048.13,9063.79
3,-14.14,28.43,-1048.51,9071.75
3,26.66,13.09,-1054.71,9084.23
3,23.36,11.91,-1066.47,9080.7
3,4.88,-11.49,-1074.25,9091.3
3,-11.64,15.73,-1078.03,9092.98
3,8.33,18.63,-1067.4,9092.02
3,25.24,-12.37,-1044.4,9080.64
3,10.56,19.41,-1040.14,9076.01
3,13.84,1.2,-1048.42,9071.29
3,5.91,5.58,-1050.64,9060.69
3,-8.2,-31.46,-1039.52,9079.35
3,19.14,7.86,-1044.41,9077.09
3,-13.26,-16.01,-1039.35,9074.33
3,-0.05,14.75,-1040.66,9076.62
3,-2.44,-22.13,-1033.37,9069.97
3,-28.43,23.88,-1045.77,9083.9
3,-2.71,6.62,-1042.83,9083.41
3,-1.53,-18.61,-1041.53,9067.5
3,-20.67,20.62,-1043.54,9061.97
3,9.41,-26.06,-1033.54,9068.06
3,-2.59,13.19,-1020.35,9068.37
3,-14.47,-8.1,-1023.45,9076.58
3,30.64,3.54,-1020.36,9069.95
3,-34.68,-24.08,-1021.5,9073.11
3,4.7,3.91,-1016.71,9081.78
3,-6.78,18.4,-1026.51,9080.3
3,-25.35,-5.87,-1031.62,9067.51
3,-30.87,-7.14,-1015.51,9071.66
3,-43.87,5.83,-1003.29,9056.17
3,-3.94,-4.44,-1003.01,9048.62
3,-0.19,-12.0,-1015.76,9050.5
3,-17.7,-1.1,-1011.29,9055.35
3,-30.09,18.91,-1024.2,9046.26
3,-13.41,-9.74,-1010.25,9073.99
3,-12.23,22.04,-1008.07,9082.64
3,6.55,44.74,-1011.1,9101.86
3,22.17,-8.37,-1020.11,9103.19
3,-3.06,13.02,-1016.12,9100.33
3,-10.28,11.92,-1009.16,9102.71
3,-10.95,-1.26,-1003.78,9098.47
3,-33.53,12.25,-1009.91,9083.07
3,12.55,-6.1,-994.16,9080.54
3,-5.21,-4.68,-981.29,9067.96
3,-12.78,-10.92,-974.65,9048.24
3,-5.14,-16.83,-958.37,9068.15
3,3.68,-2.15,-960.54,9041.03
3,5.12,4.24,-977.62,9051.59
3,6.24,-4.37,-988.36,9056.38
3,-19.19,7.87,-1008.75,9049.89
3,21.26,1.59,-1009.45,9060.6
3,31.52,3.83,-1027.28,9072.61
3,-0.57,-15.98,-1030.1,9078.92
3,18.3,-5.12,-1015.67,9079.79
3,8.11,9.28,-1008.11,9080.97
3,3.34,-42.56,-1035.37,9085.42
3,9.38,3.06,-1049.66,9078.15
3,11.66,-52.41,-1051.96,9070.81
3,24.92,-7.16,-1055.48,9049.94
3,16.69,-1.03,-1052.36,9047.06
3,-10.52,1.86,-1060.02,9047.46
3,-18.93,-18.69,-1048.61,9051.96
3,-7.14,4.86,-1034.34,9047.14
3,-13.21,28.14,-1029.34,9052.11
3,20.7,-21.71,-1009.36,9031.83
3,-12.75,-21.23,-1010.39,9039.94
3,47.95,21.38,-998.5,9038.0
3,-0.67,-3.2,-988.51,9018.18
3,-12.75,-5.19,-975.18,9018.57
3,1.01,-2.84,-978.06,9031.66
3,19.72,-16.83,-985.71,9018.76
3,-0.88,-29.77,-1008.95,9016.44
3,19.32,27.38,-1015.06,9020.92
3,5.69,17.49,-1031.41,9038.7
3,-17.11,21.0,-1034.09,9029.55
3,-32.93,2.02,-1045.47,9018.57
3,-20.18,-1.23,-1047.87,9020.77
3,-27.16,-24.86,-1032.65,9009.56
3,-17.92,1.97,-1018.48,8999.18
3,-21.8,38.98,-1035.26,8995.97
3,27.47,10.01,-1039.1,8984.66
3,24.32,-11.8,-1037.88,8999.39
3,-7.53,0.56,-1020.42,9003.9
3,5.7,3.08,-1025.1,9017.3
3,1.38,12.06,-1026.14,9030.92
3,22.54,21.09,-1021.86,9042.38
3,-3.82,-28.76,-1026.45,9032.21
3,-15.41,-1.93,-1015.63,9030.56
3,5.3,11.28,-1001.86,9029.01
3,0.38,-17.62,-1013.55,9032.86
3,2.46,-0.94,-1008.7,9043.88
3,41.72,-16.54,-1012.98,9018.07
3,17.88,-22.32,-1030.73,8992.26
3,-18.88,-0.0,-1028.04,8992.92
3,3.47,-32.29,-1022.6,8994.87
3,-1.76,-4.62,-1028.21,8992.98
3,-21.33,18.48,-1017.89,8991.01
3,-7.18,14.83,-1016.28,9011.1
3,10.11,11.49,-1009.79,9003.37
3,14.56,4.96,-1025.2,9011.92
3,-40.17,-2.25,-1023.2,9021.78
3,-35.76,-2.01,-1028.02,9026.06
3,1.01,13.25,-1022.97,9007.35
3,-2.74,0.44,-1013.89,8998.86
3,45.67,8.46,-1024.25,8997.52
3,53.75,23.83,-1019.77,8979.71
3,-11.39,-10.77,-1037.03,8981.36
3,11.95,0.99,-1040.41,8971.56
3,12.45,-13.83,-1052.38,8964.31
3,-11.81,4.97,-1067.15,8946.83
3,-16.71,-14.08,-1050.1,8924.4
3,-26.78,4.05,-1068.24,8904.81
3,42.71,2.01,-1079.07,8900.77
3,-13.9,-27.8,-1088.98,8888.8
3,-12.68,21.32,-1085.21,8885.45
3,0.69,55.6,-1107.35,8888.86
3,14.34,-24.26,-1105.8,8899.79
3,5.14,-27.36,-1093.13,8892.0
3,26.79,6.86,-1093.42,8888.34
3,-11.35,2.21,-1097.71,8893.52
3,-16.66,-12.32,-1085.22,8884.56
3,-4.1,57.15,-1080.1,8867.78
3,41.22,13.1,-1092.73,8882.24
3,17.46,-32.91,-1094.58,8874.03
3,8.89,-8.61,-1088.0,8853.96
3,-11.55,13.03,-1086.06,8845.45
3,-4.42,-18.29,-1099.78,8844.74
3,19.62,-15.51,-1126.67,8832.66
3,-22.28,3.32,-1133.75,8829.06
3,5.48,10.83,-1128.54,8822.62
3,13.6,-8.89,-1141.59,8813.53
3,-16.64,-3.32,-1147.29,8804.72
3,-9.31,-3.08,-1144.22,8790.3
3,37.08,-46.29,-1145.07,8791.49
3,19.63,-1.61,-1150.33,8805.24
3,-11.85,0.13,-1137.75,8818.65
3,-23.06,-42.58,-1131.45,8840.45
3,5.06,25.84,-1139.51,8833.58
3,-1.99,-6.11,-1134.82,8840.85
3,-27.42,0.53,-1114.8,8844.4
3,40.33,22.15,-1120.49,8836.06
3,18.35,-3.82,-1125.97,8843.63
3,25.82,0.92,-1144.88,8859.69
3,11.87,44.6,-1129.27,8862.51
3,-0.67,0.22,-1121.06,8869.39
3,-19.61,35.27,-1112.34,8858.86
3,7.41,-5.69,-1124.35,8849.77
3,17.98,-7.69,-1122.55,8836.96
3,16.99,1.44,-1134.97,8833.9
3,44.83,24.19,-1146.24,8834.55
3,12.58,4.13,-1158.55,8843.2
3,14.74,1.62,-1152.96,8848.64
3,-31.81,17.29,-1154.38,8870.34
3,53.11,-2.78,-1149.93,8853.22
3,8.63,30.78,-1145.51,8854.23
3,44.94,14.59,-1155.8,8862.31
3,15.17,6.69,-1157.6,8866.31
3,-22.94,-3.48,-1157.09,8851.18
3,22.27,-6.4,-1158.61,8863.53
3,-27.97,-7.22,-1166.09,8860.66
3,-26.87,46.02,-1149.65,8866.36
3,-39.1,10.45,-1146.15,8857.11
3,8.63,4.11,-1153.1,8858.03
3,-19.08,-20.19,-1174.14,8850.31
3,-16.68,29.57,-1171.9,8841.63
3,29.1,-13.29,-1171.07,8843.81
3,-8.32,6.23,-1163.95,8829.22
3,16.21,-15.26,-1142.57,8838.28
3,-9.72,-1.39,-1133.16,8846.32
3,-20.39,-9.42,-1140.21,8842.54
3,7.99,-4.97,-1129.6,8842.11
3,25.85,3.36,-1129.11,8842.11
3,29.16,-11.68,-1148.87,8824.74
3,32.37,-5.62,-1150.7,8829.14
3,-25.83,-0.92,-1138.06,8813.86
3,-2.71,16.01,-1143.91,8794.19
3,1.51,1.61,-1154.07,8792.25
3,21.17,25.28,-1166.11,8804.07
3,-21.64,23.86,-1170.13,8814.79
3,-2.62,-22.14,-1189.51,8820.49
3,20.14,-21.59,-1183.38,8816.56
3,-1.57,12.73,-1180.42,8789.04
3,-11.19,-3.95,-1188.29,8769.93
3,-25.22,-33.03,-1173.83,8767.24
3,12.47,-5.31,-1183.2,8777.5
3,-25.91,-35.21,-1155.78,8769.31
3,12.86,15.1,-1158.64,8775.76
3,4.49,25.71,-1155.58,8779.49
3,-26.01,-31.02,-1169.75,8760.6
3,16.52,19.11,-1184.24,8737.25
3,-8.86,-7.43,-1177.64,8733.67
3,7.26,-22.69,-1170.59,8747.56
3,-24.65,2.64,-1173.45,8737.12
3,12.67,30.4,-1176.77,8733.98
3,-5.99,1.0,-1176.13,8751.4
3,0.68,-10.11,-1196.25,8741.95
3,-13.86,20.37,-1204.71,8749.47
3,9.73,9.76,-1195.41,8754.68
3,18.29,-2.94,-1200.15,8750.46
3,2.19,48.84,-1195.06,8756.79
3,-29.33,-30.76,-1202.53,8744.36
3,13.38,-19.69,-1203.76,8733.44
3,-12.2,6.42,-1204.2,8723.12
3,28.42,17.55,-1225.8,8716.04
3,3.41,23.29,-1240.05,8711.55
3,14.78,6.21,-1251.27,8726.7
3,-12.48,-23.6,-1241.56,8732.32
3,1.6,2.19,-1248.69,8714.35
3,-22.02,-11.88,-1255.89,8711.08
3,27.28,-33.56,-1279.67,8706.26
3,20.68,5.37,-1290.09,8704.48
3,2.83,-23.29,-1284.34,8690.77
3,-47.92,-13.56,-1281.11,8677.25
3,-22.26,-20.19,-1284.97,8678.7
3,0.64,-29.98,-1284.09,8680.16
3,-11.03,-5.38,-1291.7,8674.04
3,-27.08,21.99,-1290.86,8669.03
3,-6.42,32.42,-1309.75,8659.62
3,-18.91,2.39,-1304.6,8641.9
3,7.53,12.22,-1294.54,8635.37
3,-14.92,-6.92,-1293.15,8623.06
3,8.08,6.01,-1299.48,8613.06
3,17.6,-7.02,-1308.0,8597.09
3,21.66,6.31,-1290.66,8598.23
3,-10.01,16.43,-1293.68,8592.35
3,-15.47,38.39,-1286.05,8592.12
3,16.15,-31.28,-1288.42,8601.2
3,-18.74,-12.87,-1301.91,8599.32
3,34.77,22.83,-1294.04,8593.69
3,17.46,34.31,-1285.32,8602.05
3,-27.61,35.83,-1275.0,8606.83
3,-9.37,10.0,-1262.48,8615.2
3,8.02,24.52,-1258.59,8616.08
3,-11.26,-18.38,-1258.63,8620.13
3,-18.91,10.2,-1258.77,8618.26
3,3.22,-4.57,-1260.92,8615.3
3,23.06,2.28,-1272.27,8619.43
3,-17.13,-17.5,-1277.42,8621.74
3,-7.98,10.86,-1293.74,8606.65
3,16.67,-4.94,-1297.29,8616.92
3,33.67,22.93,-1282.94,8606.44
3,7.1,-22.62,-1267.09,8618.26
3,-6.96,-27.58,-1281.08,8616.66
3,6.99,-15.17,-1273.01,8617.47
3,-22.78,-23.68,-1265.47,8630.24
3,0.2,26.38,-1276.71,8611.5
3,-11.42,-4.62,-1286.9,8596.4
3,2.23,-19.75,-1291.89,8585.79
3,1.82,1.6,-1288.53,8598.22
3,-34.04,-14.11,-1286.7,8594.05
3,2.76,31.64,-1284.57,8593.87
3,12.42,-13.02,-1282.64,8587.45
3,19.01,-8.19,-1288.6,8587.45
3,-5.65,-30.91,-1310.03,8590.31
3,16.59,6.92,-1319.72,8587.4
3,17.3,1.96,-1307.37,8587.86
3,36.42,-51.63,-1306.03,8593.7
3,-21.59,-18.78,-1313.73,8582.4
3,-9.4,16.4,-1313.4,8601.29
3,2.53,54.72,-1314.68,8600.44
3,-5.15,-5.44,-1299.1,8581.86
3,5.83,-4.7,-1298.72,8580.03
3,-26.58,2.5,-1281.31,8564.89
3,-24.3,-21.43,-1289.1,8560.2
3,-42.41,-20.52,-1300.05,8554.51
3,3.31,-21.32,-1305.49,8525.87
3,-4.49,9.99,-1294.74,8530.02
3,0.53,-28.01,-1291.92,8545.87
3,13.57,-17.79,-1288.85,8570.37
3,28.25,-19.12,-1277.04,8569.84
3,-8.58,-11.58,-1284.44,8548.75
3,-24.75,-9.05,-1261.38,8560.66
3,21.04,30.35,-1272.05,8543.46
3,4.08,23.16,-1269.21,8533.15
3,-17.05,-3.27,-1273.44,8541.78
3,1.77,-2.97,-1272.42,8540.57
3,-3.06,-5.52,-1268.47,8537.68
3,10.73,-4.31,-1272.24,8549.16
3,-3.79,9.36,-1276.41,8559.98
3,0.6,-11.35,-1274.02,8546.86
3,17.06,-8.17,-1275.81,8544.66
3,24.74,2.51,-1278.46,8542.86
3,-16.14,22.65,-1266.86,8535.1
3,2.25,32.9,-1266.18,8534.07
3,38.94,55.13,-1266.38,8533.46
3,-22.22,-8.12,-1273.67,8534.93
3,-5.94,21.96,-1294.91,8529.65
3,-3.91,-4.27,-1296.06,8535.43
3,-21.91,1.9,-1296.96,8537.62
3,-5.12,-5.55,-1278.4,8530.3
3,-2.86,15.73,-1288.17,8530.56
3,-12.32,7.43,-1281.63,8523.18
3,-1.53,-3.96,-1281.34,8524.3
3,4.82,-6.51,-1281.18,8523.88
3,-17.91,24.8,-1299.14,8530.64
3,-26.68,-30.61,-1309.85,8531.87
3,6.33,-8.33,-1314.97,8549.43
3,-6.43,-1.2,-1320.18,8564.74
3,-24.13,4.69,-1333.07,8556.9
3,35.73,-2.83,-1331.88,8561.76
3,4.05,-0.0,-1322.22,8556.22
3,27.92,-15.84,-1332.21,8548.06
3,4.08,38.28,-1328.7,8544.93
3,19.81,0.34,-1315.42,8565.23
3,-6.29,21.91,-1313.01,8579.34
3,2.67,-18.33,-1329.06,8587.2
3,1.57,22.09,-1348.89,8577.09
3,17.7,-3.04,-1338.09,8569.93
3,3.33,17.05,-1335.51,8576.1
3,22.84,4.29,-1343.27,8565.79
3,-4.61,29.68,-1333.14,8568.64
3,-20.31,-16.91,-1327.94,8569.13
3,9.71,-2.78,-1337.58,8570.5
3,9.26,-16.09,-1330.73,8572.28
3,9.07,24.08,-1335.94,8562.37
3,-0.45,-16.79,-1339.55,8561.3
3,6.49,-12.09,-1348.62,8552.59
3,21.22,9.37,-1369.37,8549.76
3,-30.48,0.65,-1348.67,8549.12
3,33.35,24.77,-1349.8,8532.09
3,20.14,-1.76,-1336.87,8541.61
3,27.64,-2.08,-1343.02,8540.0
3,9.22,24.38,-1330.97,8539.05
3,-8.15,2.59,-1324.51,8523.99
3,-35.54,-0.11,-1318.11,8527.22
3,0.26,-4.89,-1316.81,8517.82
3,-38.15,24.62,-1320.86,8513.86
3,-7.7,-13.34,-1309.15,8526.53
3,21.43,-2.54,-1308.93,8526.44
3,9.61,-16.07,-1320.61,8523.38
3,-15.7,-44.28,-1322.6,8508.46
3,-4.42,-1.47,-1300.42,8512.43
3,9.24,14.75,-1301.55,8505.13
3,5.67,15.24,-1303.45,8505.47
3,5.7,9.07,-1305.47,8491.92
3,-9.51,-33.38,-1302.22,8499.11
3,1.3,9.1,-1313.07,8490.41
3,7.55,-31.74,-1323.67,8493.44
3,8.01,11.63,-1323.7,8489.48
3,-0.69,-9.69,-1322.13,8485.98
3,-9.7,-5.87,-1317.85,8478.37
3,-12.57,5.67,-1323.56,8466.84
3,28.19,29.25,-1319.41,8451.85
3,39.98,3.52,-1310.37,8454.35
3,-7.21,20.65,-1309.41,8452.6
3,0.75,9.22,-1317.97,8445.67
3,-26.93,11.04,-1325.95,8419.7
3,-8.32,-20.84,-1306.21,8414.21
3,-9.67,-7.19,-1294.38,8419.3
3,-8.51,-27.81,-1295.29,8417.33
3,12.35,2.32,-1290.62,8416.24
3,-38.93,2.76,-1287.06,8402.81
3,28.3,-20.11,-1284.01,8379.97
3,-23.94,20.74,-1280.39,8389.89
3,-18.85,35.43,-1292.6,8380.0
3,-10.12,8.34,-1284.84,8376.97
3,6.71,-1.03,-1294.17,8368.08
3,-18.48,-9.92,-1285.7,8354.2
3,17.69,-12.7,-1281.99,8343.15
3,-7.17,10.58,-1263.71,8351.2
3,1.99,34.68,-1255.16,8347.39
3,-1.01,15.65,-1258.43,8340.89
3,16.71,6.06,-1264.89,8334.09
3,-17.78,-4.9,-1278.7,8339.7
3,12.19,-0.08,-1278.02,8326.84
3,21.26,17.77,-1270.32,8340.43
3,-11.35,-3.7,-1269.78,8347.84
3,5.03,9.49,-1273.41,8356.81
3,-6.85,-22.7,-1272.14,8359.94
3,12.21,22.67,-1269.19,8363.21
3,6.74,-5.91,-1265.73,8356.73
3,-8.31,-27.05,-1265.73,8349.13
3,-26.14,-25.79,-1250.14,8347.12
3,37.34,-6.1,-1240.94,8334.57
3,-34.74,-26.6,-1260.02,8314.15
3,19.54,25.86,-1268.43,8298.48
3,29.81,-25.96,-1268.04,8291.71
3,2.15,25.4,-1265.24,8280.41
3,-7.47,-3.5,-1261.2,8267.95
3,31.67,8.57,-1257.05,8269.67
3,-40.57,-37.92,-1240.08,8277.71
3,-25.8,52.16,-1245.25,8263.73
3,27.69,4.28,-1239.36,8255.03
3,-61.02,-1.16,-1229.5,8255.99
3,-35.55,-12.23,-1235.83,8259.62
3,9.79,-19.76,-1220.02,8271.62
3,27.68,18.05,-1212.92,8274.75
3,27.2,-11.68,-1212.8,8281.73
3,0.53,12.53,-1206.8,8284.23
3,-5.16,15.33,-1209.24,8296.89
3,-11.89,32.93,-1211.43,8296.99
3,-19.91,-25.78,-1202.54,8304.01
3,31.64,-15.81,-1185.86,8326.42
3,-30.7,-5.1,-1180.72,8313.73
3,1.33,7.21,-1173.83,8303.51
3,-7.48,-14.74,-1163.34,8299.53
3,-18.92,23.25,-1169.22,8284.59
3,-32.75,-33.97,-1164.22,8280.46
3,-12.07,3.6,-1196.37,8278.81
3,-13.43,39.91,-1184.15,8268.21
3,-50.1,-19.78,-1188.16,8269.01
3,16.29,0.25,-1197.2,8250.76
3,21.05,-12.69,-1195.84,8248.33
3,7.3,-28.52,-1185.47,8249.11
3,-1.46,6.19,-1196.12,8244.62
3,-30.38,2.19,-1197.79,8228.13
3,0.5,19.42,-1180.5,8224.52
3,21.69,7.74,-1186.79,8226.66
3,11.78,-11.51,-1179.09,8231.4
3,-20.19,-13.6,-1175.32,8228.54
3,-14.69,-10.65,-1180.96,8245.62
3,26.13,-6.53,-1164.07,8228.21
3,-34.85,-5.49,-1176.72,8230.44
3,-17.94,-5.45,-1176.02,8218.88
3,10.08,2.8,-1170.11,8214.31
3,-21.42,7.59,-1183.16,8218.12
3,15.9,18.43,-1170.7,8213.2
3,-10.44,10.38,-1179.14,8218.62
3,-1.27,-11.98,-1185.15,8223.11
3,49.65,15.23,-1178.9,8254.4
3,31.69,23.69,-1169.1,8260.1
3,6.67,11.18,-1175.15,8265.2
3,30.79,-9.88,-1167.66,8260.9
3,-22.35,20.08,-1145.47,8259.55
3,-5.01,10.96,-1138.67,8250.24
3,24.93,37.03,-1124.24,8253.79
3,-7.9,22.5,-1128.07,8255.41
3,11.38,-11.9,-1118.08,8258.72
3,-11.61,12.13,-1118.27,8271.86
3,37.31,6.42,-1121.08,8260.93
3,-22.65,30.86,-1101.22,8262.42
3,-29.12,-3.37,-1107.24,8264.29
3,-20.88,11.33,-1093.72,8260.75
3,42.51,-23.46,-1090.38,8280.08
3,12.76,-3.72,-1084.88,8273.06
3,25.79,3.28,-1089.11,8282.73
3,-4.51,10.49,-1095.53,8287.57
3,-16.15,24.26,-1103.92,8274.73
3,-31.1,-5.84,-1095.23,8285.7
3,-14.9,30.99,-1101.32,8274.67
3,11.57,6.93,-1084.87,8265.3
3,0.01,6.34,-1076.14,8250.57
3,-14.84,-28.14,-1095.61,8220.05
3,7.24,6.38,-1068.73,8218.67
3,-6.77,9.87,-1071.23,8234.71
3,-21.71,4.11,-1061.45,8228.86
3,-8.46,6.69,-1059.85,8225.14
3,8.64,15.36,-1050.33,8218.85
3,-9.98,-0.46,-1045.5,8224.4
3,19.03,-32.97,-1040.02,8215.99
3,-2.73,26.83,-1031.25,8202.42
3,39.17,-9.89,-1027.64,8192.52
3,-2.01,-7.74,-1051.17,8202.51
3,-36.72,9.02,-1063.64,8200.9
3,-1.37,21.96,-1053.91,8195.79
3,14.32,9.07,-1025.95,8190.48
3,-1.74,30.33,-1028.38,8183.33
3,-8.5,-6.39,-1021.82,8179.15
3,-7.09,-2.67,-1015.0,8171.87
3,19.32,-2.69,-1004.54,8165.76
3,-24.55,18.01,-1019.29,8153.45
3,3.5,5.56,-1020.0,8144.9
3,-12.61,6.79,-1017.88,8138.7
3,0.14,20.12,-1036.82,8141.17
3,-16.29,-5.99,-1038.17,8135.9
3,10.04,-7.38,-1042.65,8136.67
3,9.67,8.16,-1024.94,8147.69
3,9.44,18.25,-1024.11,8141.41
3,-24.52,8.44,-1025.46,8142.16
3,18.31,-7.1,-1046.79,8134.88
3,-15.1,31.79,-1061.31,8122.2
3,-25.32,8.05,-1074.84,8127.14
3,-4.3,-10.72,-1082.15,8107.97
3,23.46,6.2,-1076.01,8089.8
3,-15.13,8.71,-1067.69,8084.24
3,-4.07,-9.69,-1068.39,8078.81
3,-4.48,-57.18,-1073.88,8071.49
3,34.55,19.89,-1082.59,8080.35
3,-17.1,-11.61,-1099.03,8090.18
3,-7.33,6.01,-1118.39,8081.58
3,-27.95,31.74,-1124.26,8075.62
3,6.46,16.62,-1118.12,8064.79
3,17.54,-12.42,-1108.61,8060.23
3,40.46,23.2,-1115.66,8048.36
3,-13.69,-30.61,-1108.76,8039.2
3,-2.59,-14.77,-1119.76,8038.11
3,-24.52,5.67,-1118.33,8031.79
3,-10.27,-2.59,-1109.74,8032.48
3,-21.12,16.85,-1101.0,8041.83
3,25.31,2.03,-1084.09,8042.17
3,-34.39,6.48,-1093.63,8033.68
3,17.33,1.41,-1096.34,8027.77
3,30.03,-4.22,-1095.66,8034.64
